ID;City;Group_size;Age;MPI#Mean;TOM;BUMO;BUMO_Previous;MostFavourite;Gender;MPI#detail;Age#group;Age#Group#2;MPI;MPI#2;Occupation;Occupation#group;Year;Col;MPI_Mean_Use
419494;Hải Phòng;2;37;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Lecturer / Teacher;White Collar;2018;2;13499
432637;Hải Phòng;3;36;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;13499
433149;Hải Phòng;4;48;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;4;13499
439053;Hải Phòng;4;35;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;4;13499
439927;Hải Phòng;3;42;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3;13499
441885;Hải Phòng;2;52;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;2;13499
441937;Hải Phòng;4;32;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Housewife;None Working;2018;4;13499
442343;Hà Nội;3;32;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3;13499
443589;Hải Phòng;4;38;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;13499
443721;Hà Nội;4;38;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;13499
444098;Hải Phòng;4;35;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;4;13499
445302;Hải Phòng;2;50;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;2;13499
445831;Hà Nội;4;35;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;13499
446235;Hải Phòng;5;46;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Semi-skilled labor (salesperson, waiter, photographer);Blue Collar;2018;5;13499
447984;Hà Nội;6;26;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;5;13499
450796;Hà Nội;5;29;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;5;13499
450835;Đà Nẵng;3;24;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;20 - 24 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;3;13499
451359;Đà Nẵng;4;33;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Housewife;None Working;2018;4;13499
451912;Hà Nội;4;38;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;13499
451916;Hồ Chí Minh;6;43;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Staff level;White Collar;2018;5;13499
454751;Hà Nội;2;43;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;2;13499
454921;Hà Nội;2;40;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2018;2;13499
456910;Nha Trang;3;41;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3;13499
727923;Nha Trang;2;56;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;2;13499
732618;Nha Trang;3;28;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;3;13499
733740;Hà Nội;4;37;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;4;13499
734169;Hà Nội;3;39;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Middle Management;White Collar;2019;3;13499
734677;Hà Nội;2;26;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;2;13499
744570;Hồ Chí Minh;5;26;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Freelance;Self Employed - Small Business and Freelance;2019;5;13499
744935;Đà Nẵng;5;20;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;20 - 24 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Pupil / Student;None Working;2019;5;13499
778880;Hải Phòng;2;30;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Staff level;White Collar;2019;2;13499
778891;Hải Phòng;3;48;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Freelance;Self Employed - Small Business and Freelance;2019;3;13499
781110;Hà Nội;4;36;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;4;13499
781679;Hải Phòng;4;54;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
781864;Hải Phòng;2;40;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Freelance;Self Employed - Small Business and Freelance;2019;2;13499
783057;Hà Nội;4;29;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
784035;Hà Nội;4;49;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
784366;Hà Nội;2;42;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Lecturer / Teacher;White Collar;2019;2;13499
789508;Hải Phòng;3;45;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Freelance;Self Employed - Small Business and Freelance;2019;3;13499
792924;Hà Nội;4;37;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Middle Management;White Collar;2019;4;13499
795258;Hải Phòng;4;37;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Freelance;Self Employed - Small Business and Freelance;2019;4;13499
800712;Hà Nội;4;32;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Middle Management;White Collar;2019;4;13499
800826;Đà Nẵng;4;42;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;4;13499
801087;Hà Nội;3;39;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;3;13499
802537;Hà Nội;4;24;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;20 - 24 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
805960;Hà Nội;4;37;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
806343;Hà Nội;3;32;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Civil servant  - Senior Management;White Collar;2019;3;13499
808373;Cần Thơ;2;38;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Freelance;Self Employed - Small Business and Freelance;2019;2;13499
809032;Hải Phòng;2;60;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;2;13499
809391;Hà Nội;3;30;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Middle Management;White Collar;2019;3;13499
812244;Đà Nẵng;2;41;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;2;13499
812354;Hà Nội;4;36;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;4;13499
813675;Hà Nội;4;41;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Middle Management;White Collar;2019;4;13499
815068;Hà Nội;2;50;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;2;13499
815142;Cần Thơ;3;36;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;35 - 39 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Staff level;White Collar;2019;3;13499
816711;Cần Thơ;4;21;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;20 - 24 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
817899;Hà Nội;4;25;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Senior Management;White Collar;2019;4;13499
820405;Hà Nội;2;33;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Middle Management;White Collar;2019;2;13499
821645;Hải Phòng;4;43;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
824050;Cần Thơ;4;34;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;4;13499
825143;Hải Phòng;4;42;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Lecturer / Teacher;White Collar;2019;4;13499
825244;Hà Nội;5;34;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;30 - 39;30 - 34 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;5;13499
826630;Hải Phòng;2;59;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;2;13499
827495;Hải Phòng;2;40;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;2;13499
827586;Hà Nội;4;45;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;40 - 60;45+ y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2019;4;13499
828582;Cần Thơ;2;29;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2019;2;13499
829163;Đà Nẵng;3;43;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;3;13499
836059;Cần Thơ;3;24;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;20 - 24 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Staff level;White Collar;2019;3;13499
836131;Cần Thơ;4;22;13499;Other 1;Other 1;;Other 1;Female;From 12 millions to 14.99 millions VND;20 - 29;20 - 24 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Staff level;White Collar;2019;4;13499
836136;Hồ Chí Minh;4;25;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;20 - 29;25 - 29 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Officer - Staff level;White Collar;2019;4;13499
862137;Hồ Chí Minh;2;41;13499;Other 1;Other 1;;Other 1;Male;From 12 millions to 14.99 millions VND;40 - 60;40 - 44 y.o.;VND 9m - VND 14.9m;3.VND 9m - VND 14.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2019;2;13499
352059;Hồ Chí Minh;2;36;22499;Other 1;Other 1;;Other 1;Male;From 20 millions to 24.99 millions VND;30 - 39;35 - 39 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;2;22499
368600;Hà Nội;3;48;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3;17499
368647;Hải Phòng;3;43;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Officer - Staff level;White Collar;2018;3;17499
369709;Đà Nẵng;4;44;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;4;17499
388080;Hồ Chí Minh;6;20;;Other 1;Other 1;;Other 1;Female;Refuse;20 - 29;20 - 24 y.o.;;;Pupil / Student;None Working;2018;5;
389045;Nha Trang;2;30;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;2;17499
394281;Hải Phòng;2;35;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;30 - 39;35 - 39 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2018;2;17499
398192;Hồ Chí Minh;5;20;;Other 1;Other 1;;Other 1;Female;Refuse;20 - 29;20 - 24 y.o.;;;Pupil / Student;None Working;2018;5;
399797;Đà Nẵng;3;24;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;20 - 29;20 - 24 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Officer - Staff level;White Collar;2018;3;17499
401975;Hải Phòng;3;48;22499;Other 1;Other 1;;Other 1;Female;From 20 millions to 24.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;3;22499
404429;Đà Nẵng;2;30;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Officer - Staff level;White Collar;2018;2;17499
405139;Hồ Chí Minh;5;45;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;5;17499
409878;Cần Thơ;2;48;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;2;17499
411692;Hà Nội;4;34;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;17499
412264;Nha Trang;2;56;;Other 1;Other 1;;Other 1;Female;Refuse;40 - 60;45+ y.o.;;;Housewife;None Working;2018;2;
419492;Hải Phòng;3;37;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;30 - 39;35 - 39 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Officer - Staff level;White Collar;2018;3;17499
419497;Hải Phòng;2;43;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;2;17499
428984;Hải Phòng;3;43;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Officer - Staff level;White Collar;2018;3;17499
432641;Hải Phòng;2;52;22499;Other 1;Other 1;;Other 1;Male;From 20 millions to 24.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;2;22499
434215;Nha Trang;4;43;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;17499
434855;Hải Phòng;2;32;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Skilled Labor (tailor, machinist, carpenter, electrician);Blue Collar;2018;2;17499
436351;Hồ Chí Minh;4;54;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;17499
439431;Hà Nội;4;49;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Unskilled Labor (worker, landry person, driver, security guard, cleaner);Blue Collar;2018;4;17499
441136;Hải Phòng;2;34;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;2;17499
441655;Hải Phòng;4;49;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;17499
443325;Nha Trang;3;47;;Other 1;Other 1;;Other 1;Female;Refuse;40 - 60;45+ y.o.;;;Housewife;None Working;2018;3;
446258;Cần Thơ;3;53;22499;Other 1;Other 1;;Other 1;Male;From 20 millions to 24.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Small Business (small shop owner, grocery store, etc.);Self Employed - Small Business and Freelance;2018;3;22499
449019;Hà Nội;2;39;22499;Other 1;Other 1;;Other 1;Female;From 20 millions to 24.99 millions VND;30 - 39;35 - 39 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Officer - Staff level;White Collar;2018;2;22499
451026;Nha Trang;3;49;27499;Other 1;Other 1;;Other 1;Female;From 25 millions to 29.99 millions VND;40 - 60;45+ y.o.;VND 25m+;5.VND 25m+;Housewife;None Working;2018;3;27499
458891;Nha Trang;4;40;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;40 - 44 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Broker/ Service provider with no employee;Self Employed - Small Business and Freelance;2018;4;17499
726329;Hải Phòng;5;33;17499;Other 1;Other 1;;Other 1;Female;From 15 millions to 19.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Self Employed  - Company owner (under 10 employees);Self Employed - Company Owner;2019;5;17499
731029;Hải Phòng;2;45;17499;Other 1;Other 1;;Other 1;Male;From 15 millions to 19.99 millions VND;40 - 60;45+ y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.);White Collar;2019;2;17499
736531;Hải Phòng;3;31;22499;Other 1;Other 1;;Other 1;Male;From 20 millions to 24.99 millions VND;30 - 39;30 - 34 y.o.;VND 15m - VND 24.9m;4.VND 15m - VND 24.9m;Freelance;Self Employed - Small Business and Freelance;2019;3;22499
